,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
626,Dr. Amandeep Dhillon,Dentist,14,Delhi,East Of Kailash,99% ,97,800,"MDS - Periodontics, BDS"
627,Dr. Vikas Mittal,Pulmonologist,21,Delhi,Shalimar Bagh,96% ,44,800,"MBBS, MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine"
628,Dr. Sapna Manocha Verma,Oncologist,28,Delhi,Sarita Vihar,N/A,N/A,1500,"MBBS, MD - Radiotherapy"
629,Dr. Shashank Arora,Dentist,12,Delhi,Saket,100% ,6,700,BDS
630,Dr. Dhruv Yadav,Dentist,12,Delhi,Mayur Vihar Ph-II,100% ,19,600,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
631,Dr. Sunita Arora,Gynecologist/Obstetrician,25,Delhi,Greater Kailash Part 2,100% ,48,1500,"MBBS, MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG), FICS"
632,Dr. Neena Singh,Gynecologist/Obstetrician,35,Delhi,Greater Kailash Part 2,100% ,5,1500,"MBBS, MD - Midwifery & Gynecology"
633,Dr. Paramjeet Singh,Psychiatrist,18,Delhi,Karol Bagh,100% ,34,1200,"M.D. (Psychiatry), MBBS"
634,Dr. Amit Bhatia,Dentist,14,Delhi,Malviya Nagar,99% ,78,500,"BDS, MDS - Orthodontics"
635,Dr. Priya Shukla,Gynecologist/Obstetrician,12,Delhi,Nehru Place,100% ,1,1500,"MBBS, DNB - Obstetrics & Gynecology"
636,Dr. Sanchi Chhabra,Dentist,10,Delhi,Defence Colony,98% ,29,500,BDS
637,Dr. Suhail Qureshi,Oncologist,5 ,Delhi,Shalimar Bagh,100% ,1,1200,"MBBS, DNB - General Medicine, DNB  - Medical Oncology"
638,Dr. Sameer Gupta,Cardiologist,19,Delhi,Greater Kailash Part 1,100% ,19,2000,"MBBS, Diplomate of American Board of Internal Medicine (Internal Medicine), Diplomate in Cardiovascular Disease, Diplomate in Interventional Cardiology, Diplomate, American Board of Endovascular Medicine "
639,Dr. Shikhar Gupta,Ear-Nose-Throat (ENT) Specialist,10,Delhi,Rohini Sector 9,98% ,94,600,"DNB - Otorhinolaryngology, MBBS"
640,Dr. Neelabh,Orthopedist,27,Delhi,Pusa Road,100% ,1,1200,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
641,Dr. Gholam Sarwar   (Physiotherapist),Physiotherapist,14,Delhi,Dwarka Sector 6,99% ,316,600,"BPTh/BPT, Doctor of Chiropractic"
642,Dr. Brigadier RK Sharma,Gynecologist/Obstetrician,39,Delhi,Janakpuri,100% ,3,1000,"MD - Obstetrics & Gynaecology, MBBS"
643,Dr. Shivani Nivedita,Dentist,12,Delhi,Dwarka Sector 22,98% ,36,500,"BDS, MDS - Orthodontics"
644,Dr. Gaurav Bhagra,Dentist,17,Delhi,Shalimar Bagh,96% ,58,1000,BDS
645,Dr. Shilpi Sachdev,Gynecologist/Obstetrician,22,Delhi,Moti Nagar,98% ,197,1200,"MBBS, DNB - Obstetrics & Gynecology"
646,Ms. Niyati Chopra,Audiologist,16,Delhi,Vikas Puri,97% ,28,1000,"BASLP, MASLP"
647,Dr. Rajeev Verma,Orthopedist,22,Delhi,Dwarka Sector 6,89% ,31,900,"MBBS, MS - Orthopaedics, MRCS (UK)"
648,Dr. Avadesh Ahuja,Pediatrician,15,Delhi,Greater Kailash Part 2,100% ,5,1100,"MBBS, Diploma in Child Health (DCH)"
649,Dr. Hitesh Arora   (Physiotherapist),Physiotherapist,17,Delhi,Safdarjung Development Area,100% ,16,1000,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy"
650,Dr. Akhilesh Rathi,Orthopedist,16,Delhi,Dwarka,98% ,211,700,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
651,Dr. Srikant Sharma,Psychiatrist,14,Delhi,Patel Nagar East,99% ,401,1500,"M.D. (Psychiatry), MBBS"
652,Dr. Syed Nazim Hussain,Dermatologist,17,Delhi,Saket,87% ,63,1200,"MD - Physician, DNB - Dermatology & Venereology, Diploma in Dermatology, Diploma in Aesthetic Medicine"
653,Dr. Indu Kumari,Dermatologist,11,Delhi,Malviya Nagar,93% ,21,1000,"MBBS, MD - Dermatology , Venereology & Leprosy"
654,Dr. Ankit Aggarwal   (Physiotherapist),Physiotherapist,14,Delhi,Safdarjung Enclave,99% ,84,1000,MPTh/MPT - Orthopedic Physiotherapy
655,Dr. Sonia Baijal   (Physiotherapist),Physiotherapist,14,Delhi,South Extension 1,100% ,23,800,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy"
656,Dr. Praveen Kumar Garg,Oncologist,29,Delhi,Sarita Vihar,100% ,2,1500,"MBBS, MCh - Surgical Oncology, MS - General Surgery"
657,Dr. Poonam Dutt,Dentist,35,Delhi,Defence Colony,97% ,49,800,"BDS, MDS - Periodontics"
658,Dr. Prashant Saxena,Pulmonologist,22,Delhi,Saket,81% ,24,1400,"MBBS, MD - TB & Chest"
659,Dr. Meenu Ahuja,Gynecologist/Obstetrician,21,Delhi,Lajpat Nagar,99% ,122,ree,"MBBS, DGO, DNB - Obstetrics & Gynecology"
660,Dr. Raj Kumar Singh,General Surgeon,9 ,Delhi,Green Park,98% ,124,1000,"MBBS, MS - General Surgery"
661,Dr. Jyoti Bali,Gynecologist/Obstetrician,24,Delhi,Karol Bagh,96% ,19,500,"MBBS, MS - Obstetrics & Gynaecology"
662,Dr. Harleen Gandhi Kalsi,Dentist,13,Delhi,South Extension 2,100% ,43,700,BDS
663,Dr. Shabnam,Gynecologist/Obstetrician,17,Delhi,Mehrauli,99% ,246,1500,"MBBS, DNB - Obstetrics & Gynecology"
664,Dr. Sameer Malhotra,Psychiatrist,19,Delhi,Panchsheel Park,73% ,8,2400,"MBBS, M.D. (Psychiatry)"
665,Ms. Bipasha Das,Dietitian/Nutritionist,14,Delhi,CR Park,99% ,44,1400,MSc - Dietitics / Nutrition
666,Dr. Deepa Dureja,Gynecologist/Obstetrician,35,Delhi,Greater Kailash Part 2,95% ,44,800,"MBBS, MD - Obstetrics & Gynaecology"
667,Dr. Sunil Kumar agrawal,General Surgeon,23,Delhi,Rohini Sector 18,100% ,14,500,"MBBS, MS - General Surgery"
668,Dr. Yashwant Singh Tanwar,Orthopedist,16,Delhi,Sarita Vihar,N/A,N/A,1200,"MBBS, MS - Orthopaedics"
669,Dr. Unnati Gupta,Dentist,26,Delhi,South Extension 2,99% ,82,700,BDS
670,Dr. Rakesh,Dermatologist,11,Delhi,Rohini,93% ,89,1000,"MD - Dermatology , Venereology & Leprosy, MBBS"
671,Dr. Ankit Gupta,Psychiatrist,12,Delhi,CR Park,100% ,24,1200,"MBBS, MRCPsych, M.D. (Psychiatry)"
672,Dr. Soumiya Mudgal,Psychiatrist,16,Delhi,Panchsheel Park,80% ,17,1500,"M.D. (Psychiatry), MBBS"
673,Mr. Vijay Aggarwal,Speech Therapist,30,Delhi,Janakpuri,99% ,70,800,N/A
674,Dr. Peush Bajpai,Oncologist,19,Delhi,Dwarka Sector 6,100% ,5,1100,"MBBS, MD - Medicine, DM - Medical Oncology"
675,Ms. Mani Bansal,Audiologist,17,Delhi,Panchsheel Park,92% ,11,900,"BASLP, Master of Science in Speech-Language Pathology"
676,Dr. Ritika Gupta   (Physiotherapist),Physiotherapist,4 ,Delhi,Safdarjung Enclave,98% ,56,750,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
677,Ms. Shweta,Dietitian/Nutritionist,14,Delhi,Punjabi Bagh,99% ,219,1500,"Diploma in Nutrition and Health Education, Diploma in Diet and Nutrition, Diploma in Diet and Nutrition"
678,Mr. Lovedeep Kholia,Audiologist,13,Delhi,Vikas Puri,98% ,38,1000,"MSc - Audiology, BASLP"
679,Dr. Sanjida Yasmin,Gynecologist/Obstetrician,19,Delhi,Nehru Place,100% ,76,800,"MBBS, DGO, DNB - Obstetrics & Gynecology"
680,Dr. Puneet Khanna,Pulmonologist,21,Delhi,Dwarka Sector 6,97% ,12,1100,"MBBS, MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine"
681,Dr. Ankur Gupta,Dentist,11,Delhi,Dwarka,100% ,3,200,"MDS - Orthodontics, BDS"
682,Ms. Mala Vohra Khanna,Psychologist,7 ,Delhi,Shahdara,99% ,79,1000,M.Phil - Clinical Psychology
683,Dr. Anjani Kumar Agrawal,Urologist,27,Delhi,Saket,97% ,21,1800,"MBBS, MS - General Surgery, MCh - Urology"
684,Dr. Gaurav Garg,Dermatologist,15,Delhi,Green Park,92% ,99,1200,"MBBS, MD - Dermatology , Venereology & Leprosy"
685,Dr. Manish Malik,Pediatrician,26,Delhi,Saket,100% ,89,1200,"MBBS, MD - Pediatrics"
686,Dr. Juhee Jain,Gynecologist/Obstetrician,37,Delhi,Mehrauli,93% ,123,800,"MBBS, MD - Obstetrics & Gynaecology"
687,Dr. Shivani Gupta,Dentist,25,Delhi,Kilokri,99% ,74,1500,BDS
688,Dr. Neha Sachdeva,Dentist,12,Delhi,Greater Kailash Part 2,98% ,57,800,"BDS, MDS - Prosthodontist And Crown Bridge"
689,Dr. Sunil Oberoi,Dentist,24,Delhi,Kalkaji,88% ,15,550,"MDS - Prosthodontist And Crown Bridge, BDS"
690,Dr. Rakhi Ratnam   (Physiotherapist),Physiotherapist,11,Delhi,Safdarjung Development Area,98% ,43,1000,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
691,Dr. Geetika Bansal,Homoeopath,24,Delhi,Dwarka Sector 2,83% ,5,500,BHMS
692,Dr. B. S. Solanki,Nephrologist,31,Delhi,Civil Lines,98% ,81,1800,"MBBS, MD - General Medicine, DM - Nephrology"
693,Dr. Aditi Singh,Pediatrician,18,Delhi,Dwarka Sector 7,96% ,26,600,"MBBS, Diploma in Child Health (DCH)"
694,Dr. Shilpi Malhotra,Dentist,17,Delhi,Dwarka Sector 12,94% ,15,500,BDS
695,Dr. Sanjiv Kalra,Dentist,45,Delhi,Defence Colony,92% ,50,1000,BDS
696,Dr. Vikram Gagneja,Pediatrician,18,Delhi,Dwarka Sector 6,98% ,20,900,"MBBS, DNB - Paediatrics, Post Doctoral fellowship in Pediatric Critical Care Medicine"
697,Dr. Simrandeep Kaur,Gynecologist/Obstetrician,16,Delhi,Moti Nagar,100% ,18,1200,"MBBS, MD - Obstetrics & Gynaecology"
698,Dr. Amrish Sahney,,15,Delhi,Pusa Road,100% ,1,1000,"MBBS, MD - Medicine, DM - Hepatology"
699,Dr. Ritesh,Dentist,17,Delhi,Vasant Kunj,99% ,111,500,BDS
700,Dr. Parag Gupta,Urologist,24,Delhi,Janakpuri,93% ,287,800,"MBBS, MS - General Surgery, MCh - Urology"
701,Dr. Vimal Sharma   (Physiotherapist),Physiotherapist,16,Delhi,Gulmohar Park,98% ,51,1500,BPTh/BPT
702,Dr. Sandeep Arora,Ear-Nose-Throat (ENT) Specialist,12,Delhi,Saket,100% ,39,1200,"MBBS, DNB - ENT, MS - ENT, MNAMS - Otorhinolaryngology"
703,Dr. Navnit Haror,Dermatologist,9 ,Delhi,Greater Kailash Part 1,92% ,108,1000,"DDVL, MBBS"
704,Dr. Poonam Valecha,Dentist,22,Delhi,Rohini,100% ,129,500,BDS
705,Dr. Aashwiin Miglani,Dentist,10,Delhi,Kirti Nagar,100% ,77,500,"MDS - Periodontics, BDS, Fellowship in Oral implantlogy"
706,Dr. Manav Kalra,Dentist,14,Delhi,Defence Colony,95% ,197,1000,"MDS - Prosthodontist And Crown Bridge, Certificate of Oral Implantology, BDS"
707,Ms. Neha Gupta,Psychologist,13,Delhi,Vijaynagar,100% ,18,1500,"MA - Clinical Psychology, BA - Psychology, Post Graduate Diploma in Rehabilitation Psychology"
708,Dr. Shivani Sachdev Gour,Gynecologist/Obstetrician,17,Delhi,Greater Kailash Part 1,60% ,13,1000,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
709,Dr. Subhash Agarwal,Pediatrician,50,Delhi,Punjabi Bagh,N/A,N/A,1500,"MBBS, MD - Pediatrics"
710,Dr. Bithika Bhattacharya,Gynecologist/Obstetrician,37,Delhi,Saket,76% ,11,1200,"MBBS, MD - Obstetrics & Gynaecology"
711,Dr. Ashish Chopra,Dentist,20,Delhi,Ramesh Nagar,99% ,100,400,"BDS, MDS - Orthodontics"
712,Dr. Mani Kapur,Gynecologist/Obstetrician,23,Delhi,Vikas Puri,96% ,256,500,"MBBS, MD - Obstetrics & Gynaecology, DGO"
713,Dr. Sunny Kalra,Pulmonologist,17,Delhi,Pusa Road,N/A,N/A,1300,"MBBS, DNB - Respiratory Diseases"
714,Dr. Sharad Mishra,Plastic Surgeon,17,Delhi,Karol Bagh,83% ,8,500,"MBBS, MS - General Surgery, MCh - Plastic Surgery"
715,Dr. Divya Chowdhry,Dermatologist,14,Delhi,Pusa Road,57% ,3,1300,"MBBS, MD - Dermatology , Venereology & Leprosy"
716,Dr. Saurabh Verma,Spine And Pain Specialist,17,Delhi,Dwarka Sector 6,95% ,45,1100,"FNB - Spine Surgery, MS - Orthopaedics, Diploma in Anesthesiology, MBBS"
717,Dr. Amit Baranwal,Dentist,23,Delhi,Dwarka Sector 6,92% ,30,500,BDS
718,Dr. Aloy J Mukherjee,Laparoscopic Surgeon,25,Delhi,Sarita Vihar,100% ,2,1500,"MBBS, MS - General Surgery"
719,Dr. Rajesh Kumar,Psychiatrist,14,Delhi,Patparganj,93% ,19,1000,"MBBS, M.D. (Psychiatry)"
720,Dr. Kashish Kalra,Dermatologist,15,Delhi,Saket,96% ,16,1000,"MD - Dermatology , Venereology & Leprosy, MBBS"
721,Dr. Meetu Bansal,Ophthalmologist,23,Delhi,Malviya Nagar,95% ,62,650,"MBBS, DO"
722,Dr. R.C Upadhyaya,Homoeopath,35,Delhi,Vasundhra Enclave,92% ,77,1300,DHMS (Diploma in Homeopathic Medicine and Surgery)
723,Dr. Sanjay Gogoi,Urologist,24,Delhi,Dwarka Sector 6,83% ,16,1100,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MNAMS - Urology"
724,Dr. Pranshu Tripathi,Dentist,12,Delhi,Dwarka Sector 12,100% ,12,500,"BDS, MDS - Conservative Dentistry "
725,Dr. Manjit Singh Paul,Gastroenterologist,42,Delhi,Shalimar Bagh,94% ,24,1200,"MBBS, MD - Medicine, DM - Gastroenterology"
726,Dr. Ajay Arora,Dentist,21,Delhi,Rohini Sector 7,96% ,38,300,BDS
727,Dr. Shalini Chaudhry,Gynecologist/Obstetrician,25,Delhi,Dwarka,91% ,90,700,"MBBS, DGO"
728,Dr. Adiba Kauser,Dentist,15,Delhi,Zakir Nagar,96% ,47,200,BDS
729,Dr. Kapil Garella,Dentist,26,Delhi,Paschim Vihar,100% ,261,400,BDS
730,Dr. Bhupesh Budhiraja,Dentist,26,Delhi,Mayur Vihar Ph-II,75% ,39,800,BDS
731,Dr. Rahul Sharma,Orthopedist,13,Delhi,Saket,96% ,75,1200,"MBBS, DNB - Orthopedics/Orthopedic Surgery"
732,Dr. Shishta Nadda Basu,Gynecologist/Obstetrician,42,Delhi,Shalimar Bagh,100% ,1,1000,"MBBS, MS - Obstetrics & Gynaecology"
733,Dr. Anshika Mitra   (Physiotherapist),Physiotherapist,14,Delhi,Rohini,98% ,72,400,"BPTh/BPT, MPT/MPTh - Sports Medicine"
734,Dr. Vineet Kumar Surana,Endocrinologist,12,Delhi,Dwarka Sector 6,96% ,33,1100,"MBBS, DM - Endocrinology, MD - Pediatrics"
735,Dr. Ranendra Chaudhry,General Surgeon,52,Delhi,Dwarka Sector 12,100% ,1,800,"MBBS, MS - General Surgery"
736,Dr. Jitender Dabas,Dentist,13,Delhi,Dwarka Sector 6,100% ,4,500,"MDS - Oral & Maxillofacial Surgery, BDS"
737,Dr. S K Singh,Ayurveda,36,Delhi,Rohini,89% ,469,1500,"BAMS, MS - Ayurvedic General Surgery"
738,Dr. Surya Prakash Bharadwaj,Dentist,17,Delhi,Dwarka,99% ,486,500,"BDS, MDS - Oral & Maxillofacial Surgery"
739,Dr. Laxman Vekaria,Ophthalmologist,11,Delhi,Janakpuri,100% ,3,500,"MBBS, MD - Ophthalmology"
740,Dr. Shailendra Lalwani,Gastroenterologist,21,Delhi,Dwarka Sector 6,80% ,4,1100,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology"
741,Dr. Rohit Bansil,Neurologist,14,Delhi,Pusa Road,N/A,N/A,1500,"MBBS, DNB - Neurosurgery"
742,Dr. Arvind Gautam,Psychiatrist,16,Delhi,Dwarka Sector 6,98% ,33,1500,"MBBS, DNB - Psychiatry"
743,Dr. Neeta Kejriwal,Pediatrician,24,Delhi,Dwarka Sector 6,100% ,1,900,"MBBS, MD - Pediatrics"
744,Dr. Harmesh Kapoor,Orthopedist,26,Delhi,Paschim Vihar,95% ,26,800,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
745,Dr. Vineet Narula,Ear-Nose-Throat (ENT) Specialist,15,Delhi,Saket,91% ,33,1300,"MBBS, MS - ENT"
746,Dr. Vishakha Gupta,Dentist,19,Delhi,Hari Nagar,99% ,41,500,BDS
747,Dr. Usha Rawat,Homoeopath,36,Delhi,Old Rajendra Nagar,N/A,N/A,1500,BHMS
748,Dr. Nidhi Walia,Dentist,9 ,Delhi,Preet Vihar,100% ,13,400,"MDS - Prosthodontist And Crown Bridge, BDS"
749,Dr. Shivam Tiwari,Orthopedist,8 ,Delhi,Pusa Road,N/A,N/A,1100,"MBBS, DNB - Orthopedics/Orthopedic Surgery"
750,Dr. Vipin Kumar,Sexologist,39,Delhi,Patel Nagar East,98% ,71,50,BAMS
751,Dr. Indira Mohan,Ophthalmologist,34,Delhi,Lajpat Nagar,92% ,5,1800,"MBBS, DOMS"
752,Dr. Rajnish Sethi,Orthopedist,20,Delhi,Dwarka Sector 8,97% ,42,800,"MBBS, DNB - Orthopedics/Orthopedic Surgery"
753,Dr. Rakesh Gupta,Ayurveda,20,Delhi,Rohini,97% ,174,500,BAMS
754,Dr. Ruchi Gupta,Ayurveda,21,Delhi,Rohini,88% ,32,500,BAMS
755,Dr. Seema Sharma,Gynecologist/Obstetrician,28,Delhi,Rajouri Garden,96% ,344,1000,"MBBS, DGO, MD - Physiology"
756,Dr. Arpit Agrawal,Ear-Nose-Throat (ENT) Specialist,14,Delhi,Rohini Sector 14,99% ,86,600,"MBBS, MS - ENT"
757,Dr. Satvinder Kapoor,Pediatrician,29,Delhi,Shalimar Bagh,90% ,7,1000,"MBBS, DNB - Paediatrics"
758,Dr. Geetali Kharghoria,Dermatologist,7 ,Delhi,Defence Colony,100% ,6,800,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology"
759,Dr. Kanul Chawla Kapoor,Dentist,13,Delhi,Mayur Vihar Ph-II,99% ,96,300,BDS
760,Dr. V K Sahni,Orthopedist,38,Delhi,Pitampura,96% ,149,900,"MBBS, MS - Orthopaedics"
761,Dr. Sheetal Sachdeva,Gynecologist/Obstetrician,21,Delhi,Pitampura,98% ,227,800,"MBBS, DGO, DNB - Obstetrics & Gynecology"
762,Dr. Rudra,Dentist,9 ,Delhi,Vasundhra Enclave,100% ,15,500,BDS
763,Dr. Palash Gupta,Orthopedist,27,Delhi,Shalimar Bagh,72% ,14,1000,"MBBS, MS - Orthopaedics"
764,Dr. Lekh Ram Sharma,Internal Medicine,45,Delhi,Sarita Vihar,N/A,N/A,1500,"MBBS, MD - General Medicine"
765,Dr. Ishita Anand,Ophthalmologist,13,Delhi,Malviya Nagar,95% ,38,650,"MBBS, DNB - Ophthalmology"
766,Dr. D.K. Das,Orthopedist,26,Delhi,CR Park,83% ,45,1200,"MBBS, MS - Orthopaedics"
767,Dr. Ravindra Vats,Bariatric Surgeon,22,Delhi,Pusa Road,N/A,N/A,1500,"MBBS, MS - General Surgery"
768,Dr. Mehak Gupta,Dentist,13,Delhi,Vasant Kunj,100% ,62,500,BDS
769,Dr. Animesh Sharma,Psychiatrist,6 ,Delhi,South Extension 1,100% ,10,800,"MBBS, M.D. (Psychiatry)"
770,Dr. Sandeep Taneja,Pediatrician,25,Delhi,Janakpuri,97% ,19,800,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
771,Dr. Jatin Sidhwa,Dermatologist,7 ,Delhi,Vasant Kunj,100% ,36,800,"MBBS, MD - Dermatology"
772,Dr. Gagan Khanna,Dentist,18,Delhi,Janakpuri,100% ,64,500,"BDS, MDS - Prosthodontist And Crown Bridge"
773,Dr. Hiten Kalra,Dentist,21,Delhi,Anand Niketan,100% ,156,600,N/A
774,Dr. Shailender Kumar Jain,General Surgeon,27,Delhi,Dwarka,83% ,28,500,"MBBS, MS - General Surgery"
775,Dr. Rachita Mehlawat,Dentist,8 ,Delhi,Dwarka Sector 6,97% ,68,500,"MDS - Paedodontics And Preventive Dentistry, BDS"
776,Dr. Amit Nagar,Dermatologist,11,Delhi,Panchsheel Park,100% ,N/A,1000,"MBBS, MD - Dermatology , Venereology & Leprosy"
777,Dr. Gaurav Garg,Ophthalmologist,7 ,Delhi,Mayur Vihar Ph-I,100% ,7,600,"MBBS, MD - Ophthalmology"
778,Dr. Vineeta Taneja,Internal Medicine,32,Delhi,Shalimar Bagh,60% ,3,900,"MBBS, MD - Medicine"
779,Dr. Ajay Kumar Grover,Homoeopath,30,Delhi,Old Rajendra Nagar,100% ,5,1500,BHMS
780,Dr. Surbhi Sharma   (Physiotherapist),Physiotherapist,17,Delhi,Vasant Kunj,98% ,27,500,BPTh/BPT
781,Dr. Swati Bajaj,Dentist,11,Delhi,Kamla Nagar,100% ,5,500,"MDS - Prosthodontist And Crown Bridge, BDS"
782,Dr. Sugeeta Mutreja,Ayurveda,22,Delhi,Dwarka,99% ,155,1000,"BAMS, DNHE"
783,Dr. Ajit Singh Narula,Nephrologist,45,Delhi,Okhla,83% ,2,1500,"MBBS, MD - General Medicine, DM - Nephrology"
784,Dr. Abhishek Massey   (Physiotherapist),Physiotherapist,6 ,Delhi,Vasant Kunj,94% ,65,400,MPTh/MPT - Orthopedic Physiotherapy
785,Dr. Aanchal Agarwal,Gynecologist/Obstetrician,21,Delhi,Punjabi Bagh,100% ,N/A,1000,"MBBS, DNB - Obstetrics & Gynecology, DGO"
786,Dr. Ashish Chopra,Orthopedist,10,Delhi,East Of Kailash,100% ,15,600,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics"
787,Dr. Ripen Gupta,Cardiologist,24,Delhi,Saket,100% ,N/A,1200,"MBBS, MD - Medicine, FNB - Interventional  Cardiology, DM - Cardiology"
788,Dr. Bhavna Mangla,Dermatologist,20,Delhi,Pitampura,99% ,233,1000,"MBBS, DVD"
789,Dr. Priyanka Jain,Dentist,10,Delhi,Rohini Sector 24,99% ,42,200,BDS
790,Dr. Amit Parashar,Dentist,14,Delhi,Greater Kailash Part 1,N/A,N/A,500,"BDS, MDS - Public Health Dentistry"
791,Dr. Anil Kansal,Neurosurgeon,28,Delhi,Shalimar Bagh,76% ,10,1500,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
792,Dr. Lt.Col. Preeti Tahlan Arora,Dentist,21,Delhi,Malviya Nagar,100% ,59,500,BDS
793,Dr. Purva Shrivastava,Dentist,11,Delhi,Paschim Vihar,100% ,15,300,"BDS, MDS - Conservative Dentistry & Endodontics"
794,Dr. Jasleen Kaur Malhotra,Gynecologist/Obstetrician,23,Delhi,Dwarka,98% ,382,600,"MBBS, DGO, DNB - Obstetrics & Gynecology"
795,Dr. Sudhansu Sekhar Parida,Cardiologist,17,Delhi,Shalimar Bagh,95% ,13,800,"MBBS, MD - General Medicine, DM - Cardiology"
796,Dr. Sreenita Chowdhury,Dentist,14,Delhi,Greater Kailash Part 2,99% ,136,700,"BDS, MDS - Paedodontics And Preventive Dentistry"
797,Dr. Kanu Verma,Dermatologist,20,Delhi,Dwarka,94% ,74,1000,"MBBS, MD - Dermatology"
798,Dr. Kunal Aneja,Orthopedist,9 ,Delhi,Rohini,100% ,11,800,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics, FICS, Fellow of American College of Surgeons(FACS)"
799,Dr. Gayatri Soin,Dentist,22,Delhi,Old Rajendra Nagar,98% ,318,700,"BDS, MDS - Conservative Dentistry "
800,Dr. Praveen Tittal,Orthopedist,22,Delhi,Dwarka Sector 6,96% ,25,700,"MS - Orthopaedics, MBBS"
801,Dr. Payal Chaudhary,Gynecologist/Obstetrician,22,Delhi,Malviya Nagar,99% ,35,1200,"MBBS, MD - Obstetrics & Gynaecology"
802,Dr. Abhishek Shekhar,Dentist,6 ,Delhi,Uttam Nagar,100% ,45,300,"BDS, MDS - Prosthodontist And Crown Bridge"
803,Dr. Abhimanyu Sharma,Dentist,14,Delhi,Vasundhra Enclave,100% ,14,500,"MDS - Oral & Maxillofacial Surgery, BDS"
804,Dr. Navin Sakhuja,Ophthalmologist,36,Delhi,Panchsheel Park,99% ,33,2000,"MD - Ophthalmology, DNB - Ophthalmology, MBBS"
805,Dr. Khyati   (Physiotherapist),Physiotherapist,6 ,Delhi,Pitampura,100% ,10,500,BPTh/BPT
806,Dr. Sheenam Goyal,Psychiatrist,10,Delhi,Paschim Vihar,88% ,15,1500,"MBBS, M.D. (Psychiatry)"
807,Dr. Aastha Gupta,Endocrinologist,14,Delhi,Kamla Nagar,98% ,51,1200,"MBBS, MD - General Medicine, Post Graduate Diploma in Endocrinology"
808,Dr. Aarushi Dogra,Dentist,10,Delhi,Dwarka Sector 7,100% ,28,400,"BDS, MDS - Conservative Dentistry & Endodontics"
809,Dr. Sufla Saxena,Pediatrician,20,Delhi,Dwarka Sector 6,100% ,10,1100,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
810,Dr. Sufla Saxena,Pediatrician,20,Delhi,Dwarka Sector 6,100% ,10,1100,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
811,Dr. L C Sunda,Psychiatrist,40,Delhi,Paschim Vihar,100% ,N/A,1800,"MBBS, DNB - Psychiatry"
812,Dr. Abhishek Bhardwaj,Dentist,16,Delhi,South Extension 1,98% ,109,800,"MDS - Oral & Maxillofacial Surgery, BDS"
813,Dr. Manoj Kumar,Gastroenterologist,35,Delhi,Saket,50% ,32,1000,"MBBS, DM - Gastroenterology, MD - Pediatrics"
814,Dr. Anurag Saxena,Neurosurgeon,18,Delhi,Dwarka Sector 6,100% ,4,1100,"MBBS, MCh - Neuro Surgery, FRCS - Neurosurgery, MS - General Surgery"
815,Dr. Eisha Kathuria,Dentist,19,Delhi,Tagore Garden,96% ,133,800,"BDS, MDS - Prosthodontist And Crown Bridge"
816,Dr. Harsh Priyankar,Dentist,16,Delhi,Kingsway Camp,100% ,24,500,BDS
817,Dr. Namrata Ghai,Dermatologist,21,Delhi,Bali Nagar,92% ,39,1000,"MBBS, DDVL"
818,Dr. Akhilesh Shrivastava,Cardiologist,39,Delhi,Panchsheel Park,100% ,N/A,1200,"MBBS, Diploma in Cardiology"
819,Dr. Swati Mehrotra,Gynecologist/Obstetrician,11,Delhi,Naraina Vihar,100% ,20,600,"MBBS, DNB - Obstetrics & Gynecology"
820,Dr. Swati Mehrotra,Gynecologist/Obstetrician,11,Delhi,Naraina Vihar,100% ,20,600,"MBBS, DNB - Obstetrics & Gynecology"
821,Dr. Neha Midha,Ophthalmologist,8 ,Delhi,Rohini Sector 3,100% ,7,500,"MD - Ophthalmology, MBBS"
