,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
601,Dr. Suresh Gundeti,Homoeopath,26,Bangalore,Indiranagar,94% ,147,300,BHMS
602,Dr. Bhargavi Reddy,Gynecologist/Obstetrician,29,Bangalore,Indiranagar,84% ,139,600,"MD - Obstetrics & Gynaecology, MBBS"
603,Dr. Prathap Chandra,Pediatrician,23,Bangalore,Indiranagar,80% ,4,1000,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
604,Dr. M N Karthik,Orthopedist,17,Bangalore,Indiranagar,100% ,2,650,"MBBS, DNB - Orthopedics/Orthopedic Surgery"
605,Dr. Vasunethra Kasargod,Pulmonologist,12,Bangalore,Kalyan Nagar,99% ,378,700,"MBBS, MD - Pulmonary Medicine"
606,Dr. Suresh S,Dentist,28,Bangalore,JP Nagar 7 Phase,97% ,132,500,"BDS, MDS - Prosthodontist And Crown Bridge"
607,Dr. Srinivas Kunku,Ear-Nose-Throat (ENT) Specialist,19,Bangalore,Kalyan Nagar,97% ,292,700,"MBBS, MS - ENT"
608,Dr. Arjun Srivatsa,Neurosurgeon,31,Bangalore,Kalyan Nagar,98% ,67,1000,"MBBS, DNB - Neurosurgery"
609,Dr. Deshpande V Rajakumar,Neurosurgeon,40,Bangalore,Bannerghatta Road,96% ,14,900,"MBBS, MCh - Neuro Surgery"
610,Dr. Joseph Jaganathan,Dentist,23,Bangalore,Indiranagar,98% ,43,300,BDS
611,Dr. Sunila Sampath Kumar,Dentist,27,Bangalore,HSR Layout,94% ,119,400,BDS
612,Dr. Keerthi R,Dentist,17,Bangalore,Vijayanagar,100% ,42,300,"BDS, MDS - Prosthodontist And Crown Bridge"
613,Dr. Subodh M Shetty,Spine Surgeon,30,Bangalore,Koramangala,89% ,67,600,"MBBS, MS - Orthopaedics"
614,Dr. Bhawana Mishra,Gynecologist/Obstetrician,26,Bangalore,JP Nagar,97% ,86,750,"DNB - Obstetrics & Gynecology, DGO, MBBS"
615,Dr. Anand Jayaraman,Psychiatrist,25,Bangalore,Millers Road,87% ,12,1000,"MBBS, MRCPsych"
616,Dr. Mohit Singhal,Pediatrician,21,Bangalore,Kundalahalli,96% ,378,550,"MBBS, MD - Pediatrics, DNB - Neonatology"
617,Dr. Nishanth Shetty,Cosmetologist,11,Bangalore,Whitefield,100% ,617,200,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, Certificate of Oral Implantology, Fellowship in Aesthetic Medicine (FAM)"
618,Dr. Ramesh B S,General Surgeon,30,Bangalore,Rajajinagar,100% ,4,560,"MBBS, MS - General Surgery"
619,Dr. Manju Nair,Gynecologist/Obstetrician,20,Bangalore,Old Airport Road,98% ,541,850,"MBBS, DGO, MS - Obstetrics & Gynaecology, Post Doctoral Fellowship in Reproductive Medicine"
620,Dr. Sriharsha Gurram,Nephrologist,14,Bangalore,Hebbal,100% ,2,800,"DNB - Nephrology, MD - Pediatrics, MBBS"
621,Dr. Sayed Mujahid Husain,Pediatrician,15,Bangalore,HSR Layout,97% ,331,500,"MBBS, DNB - Paediatrics"
622,Dr. Sarat Kumar Samantaray,Internal Medicine,52,Bangalore,HSR Layout,100% ,1,500,"MBBS, MD - General Medicine"
623,Dr. Mahesh G   (Physiotherapist),Physiotherapist,15,Bangalore,Jayanagar,98% ,358,500,BPTh/BPT
624,Dr. Bharathi Rajanna,Gynecologist/Obstetrician,34,Bangalore,Rajajinagar,90% ,48,500,"MBBS, MD - Obstetrics & Gynaecology"
625,Dr. Pavan Chebbi,Orthopedist,19,Bangalore,BTM Layout 1st Stage,98% ,190,700,"MBBS, MS - Orthopaedics"
626,Dr. Koushik N S,Pulmonologist,21,Bangalore,Yeshwanthpur,91% ,21,750,"MBBS, DNB - Pulmonary Medicine"
627,Dr. Natarajan V,Oncologist,24,Bangalore,Bannerghatta Road,N/A,N/A,1000,"MBBS, DNB - Radiotherapy"
628,Dr. Smitha Shetty,Dentist,19,Bangalore,Vijayanagar,100% ,65,300,"BDS, MDS - Orthodontics"
629,Dr. Prakash Mahadevappa,General Surgeon,34,Bangalore,Whitefield,85% ,19,850,"MBBS, MS - General Surgery"
630,Dr. Supreeth Manipal,Dentist,24,Bangalore,JP Nagar,98% ,163,350,"BDS, MDS - Orthodontics"
631,Dr. Govind S Mittal,Dermatologist,12,Bangalore,Jayanagar,98% ,334,800,"MBBS, MD - Dermatology , Venereology & Leprosy"
632,Dr. Vandana D.Prabhu,Pulmonologist,24,Bangalore,HSR Layout,81% ,34,700,"Diploma in Tuberculosis and Chest Diseases (DTCD), FCCP - Pulmonary Medicine, MBBS"
633,Dr. Shirish Dave,Pediatric Surgeon,28,Bangalore,Bannerghatta Road,100% ,3,800,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery"
634,Dr. Bijina Rajan,Dentist,12,Bangalore,Kalyan Nagar,99% ,232,300,"BDS, MDS - Oral Medicine and Radiology"
635,Dr. Ruchi Rajput,Ear-Nose-Throat (ENT) Specialist,17,Bangalore,Yemalur,96% ,100,600,"MBBS, MS - ENT"
636,Dr. H B Chandrashekar,Pulmonologist,39,Bangalore,Malleswaram,94% ,69,750,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine"
637,Dr. Prasanna Bhat K S,Gastroenterologist,15,Bangalore,Jayanagar 9 Block,95% ,105,800,"MBBS, MD - General Medicine, DM - Hepatology"
638,Dr. Poornima Murthy,Gynecologist/Obstetrician,26,Bangalore,Jayanagar,95% ,62,850,"MBBS, DGO, DNB - Obstetrics & Gynecology"
639,Dr. Chethan J V,Urologist,15,Bangalore,Whitefield,100% ,1,850,"MBBS, MS - General Surgery, MCh - Urology"
640,Dr. Shilpa Shashikiran,Dentist,24,Bangalore,Sadashivanagar,99% ,201,500,BDS
641,Dr. Yogesh T Lakkashetty,Dentist,20,Bangalore,Sanjay Nagar,100% ,434,300,"BDS, MDS- Oral Pathology"
642,Dr. Reena John,Dentist,28,Bangalore,Indiranagar,99% ,62,500,BDS
643,Dr. Radhika Bhonsle,Homoeopath,22,Bangalore,HSR Layout,92% ,91,400,BHMS
644,Dr. Shambhu H Shivanna,Dentist,23,Bangalore,Kundalahalli,98% ,98,400,"BDS, MDS - Prosthodontist And Crown Bridge"
645,Dr. Reeta Biliangady,Gynecologist/Obstetrician,41,Bangalore,Jayanagar,91% ,31,850,"MBBS, DNB - Obstetrics & Gynecology, DGO"
646,Dr. Manjunath G S,Dentist,20,Bangalore,Kalyan Nagar,99% ,157,350,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI"
647,Dr. Lokesh A Veerappa,Orthopedist,23,Bangalore,Old Airport Road,96% ,78,900,"MBBS, MS - Orthopaedics"
648,Dr. Shreyas Pradeep,Ear-Nose-Throat (ENT) Specialist,10,Bangalore,Basavanagudi,99% ,250,400,"MBBS, MS - ENT"
649,Dr. Abhisheak R Naik,Dentist,11,Bangalore,Harlur,100% ,274,200,"BDS, MDS - Oral Medicine and Radiology"
650,Dr. Shreyas Pradeep,Ear-Nose-Throat (ENT) Specialist,10,Bangalore,Basavanagudi,99% ,250,400,"MBBS, MS - ENT"
651,Dr. Devaraju Devaiah,Dentist,17,Bangalore,Yelahanka,99% ,213,350,"BDS, MDS - Oral Medicine and Radiology"
652,Dr. Utkarsha Lokesh,Dentist,24,Bangalore,Malleswaram,98% ,296,400,"MDS - Oral & Maxillofacial Surgery, Fellowship in Aesthetic Medicine (FAM), BDS"
653,Dr. Sandhya Rachuri,Dentist,18,Bangalore,JP Nagar,99% ,169,350,BDS
654,Dr. Rajeev Vijayakumar,Oncologist,7 ,Bangalore,Kengeri,100% ,4,900,"MBBS, DNB - General Medicine, DNB  - Medical Oncology"
655,Dr. Rajeev Ghat,Orthopedist,26,Bangalore,Bellandur,98% ,74,650,"MBBS, MS - Orthopaedics"
656,Dr. Prasanna K S,Gastroenterologist,16,Bangalore,Bannerghatta Road,82% ,18,1000,"MBBS, MD - General Medicine, DM - Gastroenterology"
657,Dr. Nagbhushan,Gastroentrology Surgeon,28,Bangalore,Kengeri,100% ,8,800,"MBBS, MS - General Surgery, FRCS - General Surgery (Colorectal)"
658,Dr. Anupama Ashok,Gynecologist/Obstetrician,26,Bangalore,Sahakaranagar,98% ,124,850,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine"
659,Dr. Rajesh R N G,Dentist,24,Bangalore,West Of Chord Road,97% ,141,350,"BDS, MDS - Orthodontics"
660,Dr. Shivaprasad BM,Dentist,21,Bangalore,Gubbalala,100% ,47,300,"BDS, MDS - Periodontics, FICOI"
661,Dr. Sowmya,Dentist,18,Bangalore,New BEL Road,98% ,49,300,BDS
662,Dr. Balasubramanya K V,Dentist,21,Bangalore,Indiranagar,95% ,545,400,"BDS, MDS - Periodontics"
663,Dr. Shanthala Thuppanna,Gynecologist/Obstetrician,22,Bangalore,Sarjapur Road,84% ,48,700,"MBBS, MS - Obstetrics & Gynaecology"
664,Dr. T Kiran Kumar,Homoeopath,27,Bangalore,Malleswaram,85% ,62,300,BHMS
665,Dr. Balasubramanyam PR,Orthopedist,23,Bangalore,Rajarajeshwarinagar,99% ,220,600,"MBBS, MS - Orthopaedics"
666,Dr. Abhilash Ravindranath,Dentist,19,Bangalore,HSR Layout,97% ,803,600,"MDS- Oral Pathology, BDS"
667,Dr. Anju Thomas,Dentist,11,Bangalore,Indiranagar,100% ,143,400,"MDS - Prosthodontist And Crown Bridge, BDS"
668,Dr. Sushal Shanthakumar,Orthopedist,18,Bangalore,Old Airport Road,99% ,75,900,"MBBS, MS - Orthopaedics"
669,Dr. Muralidhar Thondebhavi,Spine And Pain Specialist,20,Bangalore,Jayanagar,100% ,N/A,900,"MBBS, MD - Anaesthesiology, Fellowship of the Royal College of Anaesthetists (FRCA)"
670,Dr. Anju Thomas,Dentist,11,Bangalore,Indiranagar,100% ,143,400,"MDS - Prosthodontist And Crown Bridge, BDS"
671,Dr. Smitha Warrier,Dermatologist,19,Bangalore,Bannerghatta Road,76% ,25,850,"MBBS, MD - Dermatology and Venerology"
672,Dr. Raghavendra,Dentist,12,Bangalore,Kundalahalli,100% ,676,200,"BDS, MDS - Oral Pathology and Oral Microbiology"
673,Dr. Charulatha K S,Dermatologist,5 ,Bangalore,Bannerghatta Road,100% ,4,400,"DNB - Dermatology, Venereology & Leprosy, DDVL, MBBS"
674,Dr. Safiya M.S,Psychiatrist,17,Bangalore,Sahakaranagar,97% ,450,1500,"MBBS, Diploma in Psychiatry"
675,Dr. Anupama Kiran,Dentist,23,Bangalore,Whitefield,100% ,20,500,"BDS, MDS - Conservative Dentistry & Endodontics"
676,Dr. Sunil Rao,Dentist,26,Bangalore,Vijayanagar,97% ,148,500,"BDS, MDS - Conservative Dentistry & Endodontics"
677,Dr. Shyam Padmanabhan,Dentist,24,Bangalore,New Thippasandra,99% ,217,500,"BDS, MDS - Periodontics"
678,Dr. Bharath,Dentist,16,Bangalore,Singasandra,99% ,207,400,BDS
679,Dr. Narendra BS,Diabetologist,22,Bangalore,Indiranagar,97% ,180,750,"MBBS, MD - General Medicine, DM - Endocrinology"
680,Dr. Sunitha T,Gynecologist/Obstetrician,15,Bangalore,Vidyaranyapura,100% ,80,300,"MS - Obstetrics & Gynaecology, MBBS"
681,Dr. Mohd Shahbaaz,Ophthalmologist,23,Bangalore,Bellandur,92% ,5,500,"MBBS, MS - Ophthalmology"
682,Dr. Shuaib Kausar,Orthopedist,20,Bangalore,Banaswadi,97% ,158,550,"Diploma in Orthopaedics, MBBS"
683,Dr. Deepak Daryani,Dentist,19,Bangalore,HSR Layout,99% ,372,500,"MDS - Oral Medicine and Radiology, BDS"
684,Dr. Jayaram Y R,Pediatrician,37,Bangalore,JP Nagar 7 Phase,92% ,16,650,"MBBS, Diploma in Child Health (DCH)"
685,Dr. Swetha Raghavendra,Dentist,20,Bangalore,Rajajinagar,95% ,25,300,BDS
686,Dr. Chandnani Priya,Dentist,14,Bangalore,Electronics City,99% ,51,350,"BDS, MDS - Conservative Dentistry & Endodontics"
687,Dr. Idris Md,Dentist,13,Bangalore,Jayanagar 5 Block,99% ,128,300,"BDS, MDS - Oral & Maxillofacial Surgery"
688,Dr. Kumara Swamy,Oncologist,45,Bangalore,Hebbal,100% ,1,900,"MBBS, Diploma in Radio Therapy, DNB - Radiotherapy, MD - Radiotherapy"
689,Dr. Pavan Tambakad,Dentist,25,Bangalore,Koramangala,93% ,57,400,"BDS, MDS - Paedodontics And Preventive Dentistry"
690,Dr. Pavan Tambakad,Dentist,25,Bangalore,Koramangala,93% ,57,400,"BDS, MDS - Paedodontics And Preventive Dentistry"
691,Dr. KR Nagaraj,Dentist,32,Bangalore,Jayanagar 7 Block,99% ,78,500,MDS - Prosthodontics
692,Dr. Lavanya G,Homoeopath,22,Bangalore,Indiranagar,98% ,50,300,BHMS
693,Dr. Vinay,Ayurveda,13,Bangalore,Basavanagudi,99% ,139,300,BAMS
694,Dr. Vinod,Dentist,18,Bangalore,Horamavu,98% ,267,400,"BDS, MDS - Orthodontics"
695,Dr. Rohit Nair,Dentist,8 ,Bangalore,Belathur,99% ,443,400,"MDS - Conservative Dentistry & Endodontics, BDS"
696,Dr. Neha Singh,Dentist,9 ,Bangalore,Hegde Nagar,100% ,365,350,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS"
697,Dr. Radhakrishnan C N,Pediatric Surgeon,33,Bangalore,Old Airport Road,75% ,10,900,"MBBS, MS - General Surgery, DNB - General Surgery, FRCS - Paediatric Surgery"
698,Dr. K C Dharam Kumar,Dermatologist,8 ,Bangalore,JP Nagar,99% ,143,750,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy"
699,Dr. Chandan Mahesh,Dentist,12,Bangalore,HSR Layout,100% ,734,250,BDS
700,Dr. Raju Srinivas,Dentist,26,Bangalore,Jayanagar,97% ,73,500,"BDS, MDS - Conservative Dentistry & Endodontics, Diploma in Implanthology"
701,Dr. Chandan Mahesh,Dentist,12,Bangalore,HSR Layout,100% ,734,250,BDS
702,Dr. Punyatoya Sahoo,Dentist,11,Bangalore,Marathahalli,88% ,33,200,"BDS, MDS - Paedodontics And Preventive Dentistry"
703,Dr. Sanjitha Shampur,General Surgeon,18,Bangalore,Jayanagar,100% ,N/A,750,"MS - General Surgery, MBBS"
704,Dr. Rajesh Naik,Dentist,24,Bangalore,Kalyan Nagar,97% ,121,700,"BDS, MDS - Periodontics, FICOI"
705,Dr. Regina,Gynecologist/Obstetrician,24,Bangalore,Banaswadi,95% ,291,600,"MBBS, MS - Obstetrics & Gynaecology"
706,Dr. Namratha Umesh,Dentist,23,Bangalore,Sahakaranagar,98% ,130,500,"BDS, MDS - Prosthodontist And Crown Bridge"
707,Dr. Prashanth R Reddy,Ear-Nose-Throat (ENT) Specialist,15,Bangalore,Kengeri,93% ,34,700,"MBBS, MS - ENT"
708,Dr. Javad Saleem,Dentist,15,Bangalore,Marathahalli,95% ,37,200,"BDS, MDS - Prosthodontics"
709,Dr. Rajshekhar C Jaka,General Surgeon,21,Bangalore,Indiranagar,98% ,62,750,"MBBS, MS - General Surgery, DNB - General Surgery, Fellowship in Laparoscopic and Robotic Surgical Oncology, DNB - Surgical Oncology"
710,Dr. Sushma B T,Dentist,12,Bangalore,JP Nagar 6 Phase,100% ,9,350,BDS
711,Dr. Shiny T.N,Dermatologist,13,Bangalore,Jayanagar,92% ,89,750,"MD - Dermatology , Venereology & Leprosy, MBBS"
712,Dr. Prashanth Inna,Orthopedist,20,Bangalore,Old Airport Road,94% ,21,900,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics"
713,Dr. Kim Upadhyay,Dentist,15,Bangalore,Sarjapur Road,96% ,105,400,"BDS, MDS - Oral Medicine and Radiology"
714,Dr. Sneha Rajiv,Gynecologist/Obstetrician,12,Bangalore,Nagasandra,97% ,235,400,"MBBS, MS - Obstetrics & Gynaecology"
715,Dr. Akanksha S.D,Dentist,13,Bangalore,Kundalahalli,97% ,148,300,"BDS, MDS - Oral Medicine and Radiology"
716,Dr. Jnanesha H.C,Dentist,20,Bangalore,Jayanagar 4 Block,97% ,79,300,"BDS, MDS - Orthodontics"
717,Dr. Shilpa I.G,Dentist,15,Bangalore,Singasandra,99% ,151,300,"MDS - Paedodontics And Preventive Dentistry, BDS"
718,Dr. Sarath Chandra,Dentist,14,Bangalore,Marathahalli,95% ,84,200,"BDS, MDS - Conservative Dentistry & Endodontics"
719,Dr. Shobith R Shetty,Dentist,16,Bangalore,Indiranagar,97% ,163,400,"BDS, MDS- Oral Pathology"
720,Dr. Prity Bhagat Lohia,Dentist,12,Bangalore,BTM Layout 1st Stage,99% ,91,200,"BDS, MDS - Periodontology and Oral Implantology"
721,Dr. Balaraju D,Cardiologist,12,Bangalore,Jayanagar 9 Block,100% ,2,750,"MD - General Medicine, DNB - Cardiology, MBBS"
722,Dr. Shilpa I.G,Dentist,15,Bangalore,Singasandra,99% ,151,300,"MDS - Paedodontics And Preventive Dentistry, BDS"
723,Dr. Sarath Chandra,Dentist,14,Bangalore,Marathahalli,95% ,84,200,"BDS, MDS - Conservative Dentistry & Endodontics"
724,Dr. Shwetha Yadav,Gynecologist/Obstetrician,15,Bangalore,Kalyan Nagar,99% ,68,400,"MBBS, DGO"
725,Dr. Shylesh Shetty,Dentist,23,Bangalore,Indiranagar,99% ,401,1000,"BDS, MDS - Conservative Dentistry "
726,Dr. Shivanand V,Dentist,16,Bangalore,Hebbal,99% ,263,250,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, MOrth"
727,Dr. Manjunath Gopal,Orthopedist,23,Bangalore,Electronics City,100% ,15,750,"MBBS, Diploma in Orthopaedics"
728,Dr. Rishabh Vyas,Homoeopath,7 ,Bangalore,HSR Layout,99% ,220,299,BHMS
729,Dr. Sujay Gopal,Dentist,15,Bangalore,Banashankari 3rd Stage,97% ,127,200,"BDS, Fellowship in Oral implantlogy"
730,Dr. Ajay Rao,Orthopedist,23,Bangalore,Basaveshwaranagar,100% ,39,500,"MBBS, DNB - Orthopedics/Orthopedic Surgery"
731,Dr. Sathwik R Shetty,Neurosurgeon,19,Bangalore,Old Airport Road,100% ,8,900,"MBBS, DNB - Neurosurgery"
732,Dr. Mahesh Channabasappa Gonchikar,Orthopedist,28,Bangalore,Malleswaram,100% ,25,700,"MBBS, DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics"
733,Dr. Sarah Stanislas,Dentist,9 ,Bangalore,Malleswaram,100% ,22,300,BDS
734,Dr. Karthik Venkataraghavan,Dentist,24,Bangalore,Domlur,96% ,150,600,"BDS, MDS - Paedodontics And Preventive Dentistry"
735,Dr. Vani R,Gynecologist/Obstetrician,25,Bangalore,Basavanagudi,96% ,173,500,"MBBS, MS - Obstetrics & Gynaecology"
736,Dr. Hareesha Babu,Nephrologist,24,Bangalore,Kundalahalli,90% ,43,1200,"MBBS, MD - General Medicine, DM - Nephrology,  FRCP"
737,Dr. Sanjay Kumar,Ear-Nose-Throat (ENT) Specialist,27,Bangalore,Koramangala,89% ,61,700,"MBBS, DNB - Otorhinolaryngology"
738,Dr. Anwar Syed,Dentist,13,Bangalore,Panathur,99% ,248,300,"BDS, MDS - Oral & Maxillofacial Surgery"
739,Dr. Harish Kumar,Pediatrician,15,Bangalore,Hebbal,88% ,10,700,"MBBS, MD - Pediatrics"
740,Dr. Harish Kumar,Pediatrician,15,Bangalore,Hebbal,88% ,10,700,"MBBS, MD - Pediatrics"
741,Dr. Bobby Thomas,Dentist,26,Bangalore,Indiranagar,98% ,89,500,BDS
742,Dr. Srimanth B S,Orthopedist,10,Bangalore,Jayanagar,100% ,5,800,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
743,Dr. Srinivasa.C,Rheumatologist,19,Bangalore,Bannerghatta Road,98% ,94,850,"MD - General Medicine, MBBS, DM - Rheumatology"
744,Dr. Darshana R,Internal Medicine,13,Bangalore,HBR Layout,96% ,76,600,"MBBS, MD - General Medicine, DNB - General Medicine"
745,Dr. P Rajesh,Dentist,18,Bangalore,JP Nagar,100% ,26,300,"BDS, MDS - Prosthodontist And Crown Bridge"
746,Dr. Sunil V Furtado,Neurologist,22,Bangalore,Sahakaranagar,99% ,93,700,"MBBS, MS - General Surgery, MCh - Neuro Surgery, DNB - Neurosurgery"
747,Dr. Konthoujam Sulochana,Dentist,12,Bangalore,Murugeshpalya,100% ,98,300,BDS
748,Dr. Vinay Kumaraswamy,Orthopedist,14,Bangalore,Rajajinagar,100% ,351,560,"MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MRCS (UK), Fellowship in Arthroscopy & Sports Injury, MBBS"
749,Dr. Deepa Bullappa,Dentist,13,Bangalore,Arekere,98% ,94,200,"BDS, MDS - Public Health Dentistry"
750,Dr. Sangeeta Khar,Dentist,25,Bangalore,Kasturi nagar,96% ,42,500,"BDS, MDS - Oral Pathology and Oral Microbiology"
751,Dr. Srihari  V,Dentist,19,Bangalore,KR Puram,99% ,179,500,"BDS, MDS - Oral & Maxillofacial Surgery"
752,Dr. Pooja Pandey Tripathi   (Physiotherapist),Physiotherapist,18,Bangalore,Bannerghatta Road,98% ,112,400,"BPTh/BPT, Masters of Physiotheraphy"
753,Dr. Abhilasha M D,Dermatologist,8 ,Bangalore,JP Nagar,97% ,117,750,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology"
754,Dr. Manjunath H,Psychiatrist,23,Bangalore,Indiranagar,64% ,10,750,"DPM (Psychiatry), MBBS"
755,Dr. Ajay Herur,Neurosurgeon,23,Bangalore,Jayanagar,100% ,2,750,"MBBS, DNB - Neurosurgery"
756,Dr. Shantala H P,Homoeopath,24,Bangalore,Banashankari 2nd Stage,96% ,195,600,"BHMS, MD - Homeopathy"
757,Dr. Advait Kulkarni,Neurologist,14,Bangalore,HSR Layout,95% ,356,1200,"DM - Neurology, MBBS"
758,Dr. Kavitha Kovi,Gynecologist/Obstetrician,22,Bangalore,Whitefield,93% ,295,700,"MBBS, MS - Obstetrics & Gynaecology"
759,Dr. Karamjit Kaur,Gynecologist/Obstetrician,21,Bangalore,Old Airport Road,80% ,6,850,"MBBS, MD - Obstetrics & Gynaecology"
760,Dr. Jyothi Patil,Gynecologist/Obstetrician,17,Bangalore,Whitefield,98% ,133,600,"MBBS, MS - Obstetrics & Gynaecology"
761,Dr. Karamjit Kaur,Gynecologist/Obstetrician,21,Bangalore,Old Airport Road,80% ,6,850,"MBBS, MD - Obstetrics & Gynaecology"
762,Dr. Sunil Kumar B Alur,Bariatric Surgeon,24,Bangalore,Jayanagar,98% ,34,499,"MBBS, DNB - General Surgery"
763,Dr. Kumudini Devi,Gynecologist/Obstetrician,10,Bangalore,Arekere,99% ,116,500,"MBBS, MS - Obstetrics & Gynaecology"
764,Dr. Sandeep,Dentist,19,Bangalore,Indiranagar,94% ,386,500,BDS
765,Dr. Neetu Punhani,Dentist,18,Bangalore,Kasturi nagar,88% ,40,300,"MDS - Oral Medicine and Radiology, BDS"
766,Dr. Ranjani Rao,Dentist,24,Bangalore,Electronics City,93% ,47,500,BDS
767,Dr. Soumya S Holla,General Surgeon,17,Bangalore,Jayanagar,100% ,53,850,"MBBS, MRCS (UK), Fellowship in Breast Surgery"
768,Dr. Krishna Swaroop Achanta,Dentist,7 ,Bangalore,Padmanabhanagar,100% ,183,250,BDS
769,Dr. Satish Kumar A,Hematologist,23,Bangalore,Yeshwanthpur,90% ,7,1100,"MBBS, MD - General Medicine, DM - Clinical Haematology"
770,Dr. Mamatha.B.Reddy,Gynecologist/Obstetrician,13,Bangalore,Hoodi,90% ,84,500,"MBBS, DGO"
771,Dr. Akhila Joshi,Yoga and Naturopathy,13,Bangalore,Kaggadasapura,96% ,278,500,"BNYS, MSc - Clinical Nutrition and Dietetics"
772,Dr. Shaktidar,Dentist,13,Bangalore,Jayanagar,99% ,31,250,"BDS, MDS - Conservative Dentistry & Endodontics"
773,Dr. Sunil N,Orthopedist,10,Bangalore,Panathur,100% ,39,550,"MBBS, MS - Orthopaedics"
774,Dr. Shailaja Karthick Prasad,Dentist,22,Bangalore,Brigade Road,100% ,53,650,"BDS, MFDS RCS"
775,Dr. Smitha Nagaraj,Dentist,22,Bangalore,Jayanagar 7 Block,100% ,97,500,BDS
776,Dr. Sanjay N,Dentist,17,Bangalore,HBR Layout,97% ,126,300,"BDS, MDS - Orthodontics"
777,Dr. Asha Praveena,Dentist,14,Bangalore,Kaggadasapura,98% ,138,300,"BDS, MDS - Periodontics"
778,Dr. Dinesh Kumar G R,Laparoscopic Surgeon,22,Bangalore,Bannerghatta Road,83% ,3,850,"MS - General Surgery, MBBS"
779,Dr. Prabhakar V,Orthopedist,14,Bangalore,KR Puram,95% ,45,399,"MBBS, MS - Orthopaedics"
780,Dr. Parvesh Kumar Jain,Gastroenterologist,23,Bangalore,Seshadripuram,67% ,8,740,"MBBS, DM - Gastroenterology, MD - General Medicine"
781,Dr. Poojitha,Dentist,10,Bangalore,Kasturi nagar,96% ,52,200,BDS
782,Dr. Aarthi Shankar,Dentist,17,Bangalore,Sarjapur Road,99% ,56,400,BDS
783,Dr. Nithya Shree J,Ear-Nose-Throat (ENT) Specialist,12,Bangalore,Indiranagar,99% ,109,600,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology"
784,Dr. Sharanya Sabrish,Dentist,16,Bangalore,Indiranagar,99% ,45,400,"BDS, MDS - Orthodontics"
785,Dr. Jaicy Joseph,Homoeopath,22,Bangalore,Bilekahalli,97% ,22,600,BHMS
786,Dr. Dhiraj K Balaji,Pediatric Surgeon,26,Bangalore,Hebbal,N/A,N/A,900,"MBBS, MS - General Surgery, DNB - Pediatric Surgery"
787,Dr. Yogesh Kumar Gupta,Paediatric Intensivist,17,Bangalore,Bannerghatta Road,99% ,30,800,"MD - Pediatrics, MBBS, DNB - Paediatrics"
788,Dr. Suchitra,Dentist,23,Bangalore,West Of Chord Road,97% ,49,350,BDS
789,Dr. Pramod,Dentist,18,Bangalore,Domlur,98% ,131,500,"MDS - Orthodontics, BDS"
790,Dr. Kiran K J,General Surgeon,18,Bangalore,Konanakunte,91% ,38,500,"MBBS, MS - General Surgery"
791,Dr. Rajan.V.G.,Orthopedist,26,Bangalore,Kammana Halli,94% ,64,900,"MBBS, FRCS - Trauma & Orthopedic Surgery, MRCS (UK)"
792,Dr. Deepak N Inamdar,Orthopedist,24,Bangalore,Jayanagar 3 Block,94% ,105,600,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
793,Dr. Sumukh M,Dentist,11,Bangalore,Basaveshwaranagar,99% ,94,300,"BDS, MDS - Oral & Maxillofacial Surgery"
794,Dr. Aparna Jha,Gynecologist/Obstetrician,17,Bangalore,Kundalahalli,93% ,127,650,"MBBS, MS - Obstetrics & Gynaecology"
795,Dr. Dilshad Shetty,Dermatologist,17,Bangalore,HRBR Layout,97% ,52,600,"MBBS, DDVL"
796,Dr. Prasanna Venkatesh M. K,Urologist,19,Bangalore,Rajajinagar,96% ,158,800,"MBBS, MS - General Surgery, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery"
797,Dr. Bhaskar Pai.K,General Surgeon,36,Bangalore,Seshadripuram,93% ,17,740,"MBBS, MS - General Surgery"
798,Dr. Shishira R J,Dermatologist,10,Bangalore,HSR Layout,94% ,224,1000,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology"
799,Dr. Sangeetha S,Homoeopath,11,Bangalore,Bannerghatta Road,96% ,24,200,BHMS
800,Dr. P Hariram Kumar,Homoeopath,33,Bangalore,Whitefield,97% ,98,500,MBS (H)
