,name,Speciality,Experience,Location,District,DP_score,Num_of_votes,Consultation_Fee,Degree
643,Dr. Reena kumari Sengupta,Gynecologist/Obstetrician,11,Mumbai,Wadala,50% ,2,1000,"MBBS, DNB - Obstetrics & Gynecology"
644,Dr. Nitesh B. Karnire,Cardiologist,13,Mumbai,Bandra East,100% ,4,1000,"MBBS, DM - Cardiology, MD - General Medicine, Fellowship In Interventional  Cardiology"
645,Ms. Mithila Desai,Psychologist,34,Mumbai,Borivali West,94% ,87,2500,MA - Applied Psychology
646,Dr. Tuhina Mehta,Dentist,11,Mumbai,Ghatkopar East,100% ,42,500,"BDS, MDS - Periodontics"
647,Dr. Prasad Wankhede,Dermatologist,14,Mumbai,Worli,98% ,33,1200,"MBBS, MD - Dermatology , Venereology & Leprosy"
648,Dr. Simple Aher,Dermatologist,13,Mumbai,Andheri West,100% ,1,2000,"MBBS, DVD"
649,Dr. Milind Wankhede,Gynecologist/Obstetrician,18,Mumbai,Kandivali East,100% ,N/A,1000,"MS - Obstetrics & Gynaecology, MBBS"
650,Dr. Kuldeep Rasal,Homoeopath,18,Mumbai,Sion,N/A,N/A,450,BHMS
651,Dr. Chen Lanin Choun Min,Ophthalmologist,9 ,Mumbai,Chembur East,N/A,N/A,800,"MBBS, MS - Ophthalmology"
652,Dr. Honey Mishra,Gynecologist/Obstetrician,10,Mumbai,Goregaon West,100% ,34,800,"MBBS, DNB - Obstetrics & Gynecology, DGO"
653,Dr. Deep Garg,Dentist,13,Mumbai,Borivali West,100% ,47,500,"BDS, MDS - Orthodontics"
654,Dr. Amit Shashikant Munde,Orthopedist,9 ,Mumbai,Borivali West,100% ,13,700,"MS - Orthopaedics, MBBS"
655,Dr. Kashmira Sandeep Kesarkar,Dentist,11,Mumbai,Andheri East,N/A,N/A,300,"MDS - Oral Pathology and Oral Microbiology, BDS"
656,Dr. Sahil Singh,Dentist,4 ,Mumbai,Chembur East,N/A,N/A,500,MDS - Prosthodontist And Crown Bridge
657,Dr. Anushka,Dentist,4 ,Mumbai,Bandra West,N/A,N/A,200,BDS
658,Dr. Smit JP,Psychiatrist,2 ,Mumbai,Borivali East,100% ,1,1200,"MBBS, M.D. (Psychiatry)"
659,Dr. Pramod Patil,Homoeopath,15,Mumbai,Borivali East,99% ,69,1200,BHMS
660,Dr. Pallavi Deshmukh Gaikwad,Pediatrician,12,Mumbai,Kandivali East,86% ,2,700,"Diploma in Child Health (DCH), MBBS"
661,Dr. Swati Upendra Limaye,Homoeopath,25,Mumbai,Goregaon East,100% ,28,1500,BHMS
662,Dr. Shamsher,General Surgeon,10,Mumbai,Jogeshwari West,50% ,2,800,"MBBS, MS - General Surgery"
663,Dr. Vijal Modi,Gynecologist/Obstetrician,12,Mumbai,Goregaon West,100% ,13,800,"MBBS, DNB - Obstetrics & Gynecology"
664,Dr. Anuj Shah,Dentist,9 ,Mumbai,Malad,N/A,N/A,500,"MDS - Paedodontics And Preventive Dentistry, BDS"
665,Dr. Minal Chandrashekhar Chalwade,Gynecologist/Obstetrician,15,Mumbai,Sion East,100% ,9,800,"DGO, MBBS"
666,Dr. Eesha N Gokhale,Ophthalmologist,10,Mumbai,Goregaon West,100% ,2,700,"MBBS, MS - Ophthalmology"
667,Dr. Pravin Hanumant Shinde,General Surgeon,19,Mumbai,Sion,100% ,2,1000,"MBBS, DNB - General Surgery"
668,Dr. Viral Maru,Dentist,16,Mumbai,Girgaon,N/A,N/A,1000,"BDS, MDS - Paedodontics And Preventive Dentistry"
669,Dr. Smit Sheth,Oncologist,13,Mumbai,Mulund,N/A,N/A,1000,"MBBS, MD - Medicine, DM - Medical Oncology"
670,Dr. Jaydeep A Walinjkar,Ophthalmologist,9 ,Mumbai,Wadala,N/A,N/A,1400,"MBBS, DNB - Ophthalmology"
671,Dr. Aditya Dhawale,Cardiologist,13,Mumbai,Ghatkopar West,100% ,7,1000,"MBBS, MD - General Medicine, DNB - Cardiology"
672,Dr. Bindiya Doshi,Ophthalmologist,8 ,Mumbai,Malad East,100% ,3,600,"MBBS, MS - Ophthalmology"
673,Dr. Hemant Kanojiya,Gynecologist/Obstetrician,26,Mumbai,Kandivali,N/A,N/A,1500,"MBBS, Diploma in Gynaecology & Obstetrics, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
674,Dr. Palak Shah,Homoeopath,12,Mumbai,Kandivali West,100% ,N/A,1500,"BHMS, M.D. Hom. (Paeditrics)"
675,Dr. Ajay   (Physiotherapist),Physiotherapist,13,Mumbai,Mulund West,98% ,141,2100,"BPTh/BPT, Masters of Physiotheraphy"
676,Dr. Noorsabha A. Khan,Homoeopath,12,Mumbai,Lokhandwala,100% ,10,1000,BHMS
677,Dr. Pranav Thakkar,Dentist,8 ,Mumbai,Mulund West,100% ,7,250,"BDS, MDS - Conservative Dentistry & Endodontics"
678,Ms. Deepa Nandy,Dietitian/Nutritionist,15,Mumbai,Andheri West,100% ,80,2500,Post Graduate Diploma in Sports Nutrition
679,Ms. Mansi D Chheda,Psychologist,9 ,Mumbai,Borivali West,100% ,114,2500,"MA - Psychology, Certificate Course in Integrated Clinical Hypnotherapy"
680,Dr. Niraj B. Singh,General Surgeon,8 ,Mumbai,Borivali East,100% ,66,800,"MBBS, MS - General Surgery"
681,Dr. Ashvinikumar Dound,Ophthalmologist,12,Mumbai,Sion West,N/A,N/A,700,"MS - Ophthalmology, MBBS"
682,Dr. Pooja S Parab,Homoeopath,16,Mumbai,Goregaon East,100% ,29,1500,BHMS
683,Dr. Hiral Bhatt,Ayurveda,12,Mumbai,Andheri East,100% ,16,700,BAMS
684,Ms. Hetal Dharod,Dietitian/Nutritionist,22,Mumbai,Kandivali West,94% ,29,1000,M.Sc. - Home Science (Food & Nutrition)
685,Dr. Kunal Praful Sinkar,Cardiologist,5 ,Mumbai,Dadar West,100% ,9,1500,"MBBS, DNB - Cardiology, DNB - General Medicine"
686,Dr. Hardik Shah,General Physician,7 ,Mumbai,Kandivali,100% ,4,600,"MBBS, MD - General Medicine"
687,Ms. Himani Mittal,Dietitian/Nutritionist,19,Mumbai,Andheri West,100% ,28,1200,BSc - Applied Nutrition
688,Dr. Shraddha Shivgan,Gynecologist/Obstetrician,13,Mumbai,Chembur East,100% ,1,700,"DGO, MBBS, DNB - Obstetrics & Gynecology"
689,Dr. Swapnil Pande,Dentist,13,Mumbai,Mira-Bhayandar Road,89% ,2,300,"BDS, MDS - Prosthodontist And Crown Bridge"
690,Dr. Aditi S. Trivedi,,11,Mumbai,Ghatkopar East,100% ,151,2000,"MBBS, DNB - Obstetrics & Gynecology"
691,Dr. Namita P. Patil,Homoeopath,14,Mumbai,Borivali East,100% ,2,1000,"BHMS, MD - Homeopathy"
692,Dr. Dr Pooja Sharma   (PhD),Dietitian/Nutritionist,18,Mumbai,Powai,97% ,34,1500,"PhD - Gastro & Human Nutrition Unit, M.Sc. - Home Science (Food & Nutrition)"
693,Dr. Vandana Viswanath,Dentist,10,Mumbai,Powai,N/A,N/A,300,BDS
694,Dr. Vijay Patil,Orthopedist,14,Mumbai,Borivali West,75% ,4,800,"MS - Orthopaedics, MBBS"
695,Dr. Sunny Agarwal,General Surgeon,13,Mumbai,Chembur East,N/A,N/A,800,"MBBS, MS - General Surgery"
696,Dr. Prasad Deshmukh,Gynecologist/Obstetrician,13,Mumbai,Bandra East,100% ,1,1000,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
697,Dr. Pallavi Pandey Mishra,Gynecologist/Obstetrician,13,Mumbai,Malad West,100% ,N/A,1200,"MBBS, MS - Obstetrics & Gynaecology"
698,Dr. Harshant Upadhyaya   (PhD),Psychologist,17,Mumbai,Ghatkopar West,98% ,43,3000,"PhD - Psychology, MA/MPhil - Health Psychology"
699,Ms. Khushboo Jain,Psychologist,7 ,Mumbai,Andheri East,100% ,12,1800,MA - Psychology
700,Dr. Varsha Degwekar,Gynecologist/Obstetrician,35,Mumbai,Powai,94% ,141,1000,"MS - Obstetrics & Gynaecology, MBBS"
701,Dr. Nikhil D Datar,Gynecologist/Obstetrician,31,Mumbai,Malad West,99% ,473,1000,"MBBS, MD - Midwifery & Gynecology, DGO, FCPS - Mid. & Gynae, DNB - Obstetrics & Gynecology"
702,Ms. Jennifer Dhuri,Dietitian/Nutritionist,24,Mumbai,Powai,98% ,9,2500,PG Diploma in Dietitics and Hospital Food Service
703,Ms. Twinkle Haria,Dietitian/Nutritionist,12,Mumbai,Mulund West,99% ,62,1800,Post Graduate Diploma in Clinical Nutrition & Dietetics
704,Ms. Nikita Lawande,Dietitian/Nutritionist,0 ,,Mumba,N/A,N/A,350,Post Graduate Diploma in Applied Nutrition and Dietetics
705,Ms. Mukta Tolani,Dietitian/Nutritionist,8 ,Mumbai,Kandivali West,96% ,21,1000,"Diploma in Dietetics, Health and Nutrition (DDHN)"
706,Ms. Rochelle Gomes,Psychologist,18,Mumbai,Bandra,100% ,14,2500,MA - Psychology
707,Ms. Sajida Shaikh,Dietitian/Nutritionist,4 ,Mumbai,Mira Road,98% ,90,1000,Diploma in Diet and Nutrition
708,Dr. Akshata Shenvi,Dentist,7 ,Mumbai,Dahisar East,N/A,N/A,500,"BDS, MDS - Paedodontics And Preventive Dentistry"
709,Dr. Ketaki Shingare   (Physiotherapist),Physiotherapist,12,Mumbai,Ghatkopar East,100% ,1,600,"BPTh/BPT, MSc. - Applying Physiotherapy (Musculoskeletal)"
710,Ms. Kausar S,Psychologist,24,Mumbai,Khar West,93% ,6,2500,"MA - Psychology, BA - Psychology"
711,Dr. Sita Gururaja,Gynecologist/Obstetrician,26,Mumbai,Powai,98% ,67,800,"MBBS, DNB - Obstetrics & Gynecology, DGO"
712,Dr. Jagruti Parghi   (Physiotherapist),Physiotherapist,6 ,Mumbai,Parel,88% ,13,350,BPTh/BPT
713,Dr. Gaurav Jain   (Physiotherapist),Physiotherapist,9 ,Mumbai,Kandivali West,100% ,13,500,BPTh/BPT
714,Dr. Abnish Kumar,Pediatrician,8 ,Mumbai,Wadala,N/A,N/A,1000,MD - Pediatrics
715,Dr. Sultanali Shaikh,Homoeopath,7 ,Mumbai,Girgaon,N/A,N/A,450,BHMS
716,Dr. Laxman G. Jonwal,,34,Mumbai,Kandivali West,90% ,244,800,"MD - Medicine, BAMS"
717,Dr. Thejas Thomas   (Physiotherapist),Physiotherapist,12,Mumbai,Cuffe Parade,100% ,N/A,350,BPTh/BPT
718,Dr. Mehta Devangee Bakul   (Physiotherapist),Physiotherapist,15,Mumbai,Prabhadevi,100% ,13,1000,"BPTh/BPT, Masters of Physiotheraphy"
719,Dr. Mohammad Sayeed   (Physiotherapist),Physiotherapist,14,Mumbai,Bandra West,100% ,5,1500,BPTh/BPT
720,Dr. Rachel Susan Quadros,Dentist,7 ,Mumbai,Bandra West,100% ,1,500,"BDS, MDS - Prosthodontist And Crown Bridge"
721,Dr. Ameet Mandot,Gastroenterologist,20,Mumbai,Parel,100% ,9,1850,"MBBS, MD - General Medicine, DNB - Gastroenterology"
722,Ms. Sofia Ansari,Dietitian/Nutritionist,5 ,Mumbai,Cuffe Parade,100% ,N/A,350,"M.Sc. - Home Science (Clinical Nutrition and Dietetics), B.Sc. - Home Science (Food & Nutrition)"
723,Ms. Purvi Palvia,Psychologist,5 ,Mumbai,Matunga,93% ,28,1500,MA - Psychology
724,Dr. Rachayta Parikh Gala,Dentist,11,Mumbai,Vileparle West,100% ,114,400,"BDS, MDS - Paedodontics And Preventive Dentistry"
725,Dr. Resham Vasani Bhojani,Dermatologist,23,Mumbai,Matunga,99% ,242,1500,"MBBS, MD - Dermatology , Venereology & Leprosy, DDVL, FCPS - Dermatology & Venereology"
726,Ms. Jinisha Bhatt,Psychologist,5 ,Mumbai,Vileparle East,100% ,11,1500,MA - Psychology
727,Ms. Preeti Shahal,Psychologist,30,Mumbai,Kandivali East,98% ,40,1300,MA - Psychology
728,Ms. Aarti,Dietitian/Nutritionist,9 ,Mumbai,Andheri East,91% ,80,500,BSc. - Home Science (Dietetics)
729,Dr. Bhagyasree A,Gynecologist/Obstetrician,10,Mumbai,Chembur East,N/A,N/A,700,"MBBS, DNB - Obstetrics & Gynecology"
730,Ms. Ritu Kabra,Hypnotherapist,17,Mumbai,Cumballa Hill,75% ,4,3000,"Certificate in Clinical Hypnotherapy (CCht ), Bachelor in Hypnotherapy (BHT)"
731,Dr. Sameer Sawant,Ophthalmologist,21,Mumbai,Santacruz East,99% ,52,850,"MBBS, MS - Ophthalmology"
732,Dr. Sheetal R Gore,Dentist,22,Mumbai,Borivali East,97% ,138,300,BDS
733,Dr. Rajendra Sankpal,Dentist,30,Mumbai,Powai,96% ,114,600,"BDS, Fellowship in Oral implantlogy, Fellowship and Diplomate in Implantology from ICOI (USA)"
734,Dr. Shyam Mithiya,Sexologist,15,Mumbai,Ghatkopar West,96% ,527,1750,"MBBS, DPM (Psychiatry)"
735,Dr. Shilpa Abhyankar,Gynecologist/Obstetrician,28,Mumbai,Dadar East,97% ,127,800,"MBBS, DGO, MD - Midwifery & Gynecology"
736,Dr. Ritika Arora,Dentist,21,Mumbai,Khar West,96% ,156,800,"BDS, MDS - Periodontics"
737,Ms. Shruti Kainya,Dietitian/Nutritionist,4 ,Mumbai,Worli,100% ,1,2500,Post Graduate Diploma in Sports Nutrition
738,Dr. Madhushree Venkat,Gynecologist/Obstetrician,22,Mumbai,Mulund West,82% ,18,800,"MBBS, DGO, DNB - Obstetrics & Gynecology"
739,Ms. Zubaida I Shaikh,Acupuncturist,21,Mumbai,Andheri West,50% ,1,1000,Diploma in Acupuncture
740,Dr. Sunayana Dubey,Gynecologist/Obstetrician,21,Mumbai,Kandivali East,94% ,13,700,"MBBS, DGO"
741,Dr. Vijay D Shetty,Orthopedist,27,Mumbai,Powai,99% ,567,2100,"MBBS, MS - Orthopaedics"
742,Dr. Ajay Bajaj,Dentist,29,Mumbai,Juhu,96% ,191,500,"BDS, MDS - Conservative Dentistry & Endodontics"
743,Dr. Shrikant Badwe,Urologist,44,Mumbai,Goregaon West,90% ,114,1500,"MBBS, MS - General Surgery, MCh - Urology"
744,Ms. Anushree Chatterji,Psychotherapist,13,Mumbai,Chembur,98% ,39,1500,MA - Psychology
745,Dr. Susheel Deshmukh,Ophthalmologist,18,Mumbai,Goregaon East,97% ,35,500,"MBBS, MS - Ophthalmology"
746,Dr. Reshma Shah,Dentist,24,Mumbai,Girgaon,99% ,73,500,BDS
747,Dr. Nishant Kalsekar,Dentist,22,Mumbai,Kanjurmarg,94% ,30,200,BDS
748,Dr. Nitin Dange,Neurosurgeon,27,Mumbai,Parel,100% ,1,2600,"MCh - Neuro Surgery, MS - General Surgery, MBBS"
749,Dr. Jenin Patel,Ophthalmologist,24,Mumbai,Malad West,95% ,127,800,"MBBS, MS - Ophthalmology"
750,Dr. Jenin Patel,Ophthalmologist,24,Mumbai,Malad West,95% ,127,800,"MBBS, MS - Ophthalmology"
751,Dr. Sachin Bhonsle,Orthopedist,37,Mumbai,Mulund West,85% ,18,2000,"MBBS, MS - Orthopaedics, FRCS (Glasgow)"
752,Dr. Gul J. Nankani,Ophthalmologist,32,Mumbai,Parel,99% ,282,1500,"MS - Ophthalmology, MBBS"
753,Dr. Sobh Singh Khambay,Dentist,44,Mumbai,Mulund West,100% ,6,1300,"BDS, MDS - Oral & Maxillofacial Surgery"
754,Dr. Anju Bijoy Methil,Dermatologist,28,Mumbai,Andheri West,96% ,140,1000,"MBBS, DVD, MD - Dermatology"
755,Dr. Shilpa Mittal,Dentist,24,Mumbai,Kandivali East,98% ,137,500,BDS
756,Dr. Neha Agarwal,Pediatrician,14,Mumbai,Kandivali East,100% ,6,600,"MBBS, DNB - Paediatrics"
757,Dr. Miten L Pandya,Dentist,26,Mumbai,Vidyavihar,97% ,3,500,BDS
758,Dr. Dhawal Haria,Ophthalmologist,14,Mumbai,Borivali West,100% ,224,400,"MBBS, DNB - Ophthalmology"
759,Dr. Yazad R Gandhi,Dentist,25,Mumbai,Kemps Corner,98% ,97,1200,"BDS, MDS - Oral & Maxillofacial Surgery"
760,Dr. Darshan Hiralal Vora,Dentist,24,Mumbai,Mulund West,99% ,287,500,"BDS, PGDE (Cosmetic & Esthetic Dentist)"
761,Dr. Arpit Doshi,Dentist,14,Mumbai,Ghatkopar East,96% ,59,600,"BDS, MDS - Orthodontics"
762,Dr. Sandesh S Kumar,Dentist,21,Mumbai,Mulund West,98% ,20,250,BDS
763,Dr. Seema Behl,Ophthalmologist,31,Mumbai,Andheri East,93% ,16,800,"MBBS, MS - Ophthalmology"
764,Dr. Nitin R Kochar,Ayurveda,27,Mumbai,Goregaon West,96% ,106,2000,"BAMS, MD - Ayurveda Medicine, Post Graduate Diploma In Yoga"
765,Dr. Hardik J. Shah,Dentist,17,Mumbai,JB Nagar,98% ,72,500,"MDS - Periodontics, BDS"
766,Dr. Rahul Pagare,Dentist,16,Mumbai,Govandi,98% ,123,200,BDS
767,Dr. Salem Tariq,Dentist,13,Mumbai,Andheri West,99% ,65,500,"BDS, MDS - Periodontology and Oral Implantology"
768,Dr. Minali Goyal,Ophthalmologist,35,Mumbai,Worli,95% ,36,800,"MS - Ophthalmology, MBBS"
769,Dr. Suresh Sankla,Neurosurgeon,39,Mumbai,Parel,100% ,2,1850,"MBBS, DNB - Neurosurgery"
770,Dr. Sanjay Bakhshi   (Physiotherapist),Physiotherapist,25,Mumbai,Andheri West,97% ,174,1500,"BPTh/BPT, Diploma in Acupuncture, MPTh/MPT - Sports Physiotherapy, MPTh/MPT - Musculoskeletal Physiotherapy"
771,Dr. Abhijit V. Shetty,Dentist,14,Mumbai,Chembur,98% ,75,300,"BDS, MDS - Conservative Dentistry & Endodontics"
772,Dr. Vipulroy Rathod,Gastroenterologist,33,Mumbai,Santacruz West,87% ,131,2500,"MS - General Surgery, MBBS, DM - Medical Gastroenterology"
773,Dr. Kunal Shah,Orthopedist,19,Mumbai,Dahisar,98% ,32,600,"MBBS, MS - Orthopaedics"
774,Dr. Santosh Nayak,Dentist,12,Mumbai,Mahim,99% ,151,500,"BDS, Fellowship in Oral implantlogy"
775,Dr. Pooja Kukreja,Dentist,12,Mumbai,Khar West,100% ,38,500,BDS
776,Dr. Prashant Murugkar,Plastic Surgeon,32,Mumbai,Bandra West,97% ,119,1500,"MBBS, DNB - Plastic Surgery, MRCS (UK), MCh - Plastic Surgery"
777,Dr. Dhruti Raut Chavan,Dentist,11,Mumbai,Dadar East,98% ,13,500,"MDS - Prosthodontics, BDS"
778,Dr. Kishori Dinendra Kadam,Gynecologist/Obstetrician,38,Mumbai,Mulund West,90% ,24,1300,"MBBS, DGO, MD - Obstetrics & Gynaecology"
779,Dr. Rujuta Mehta,Orthopedist,29,Mumbai,Santacruz West,96% ,18,1500,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery"
780,Dr. Nimisha Mehta,Gynecologist/Obstetrician,8 ,Mumbai,Bhandup West,100% ,32,800,"MS - Obstetrics & Gynaecology, MBBS"
781,Dr. Meena P. Mistry,Dentist,35,Mumbai,Vileparle East,97% ,17,200,BDS
782,Dr. Jyotsna Patel,Gynecologist/Obstetrician,28,Mumbai,Andheri East,89% ,33,1000,"MD - Obstetrics & Gynaecology, DGO, MBBS"
783,Dr. Poorvi Chothani Kachwala,Dentist,14,Mumbai,Andheri West,100% ,179,500,"BDS, MDS - Prosthodontics"
784,Dr. Dhara Shah   (Physiotherapist),Physiotherapist,12,Mumbai,Borivali West,94% ,11,500,BPTh/BPT
785,Dr. Shruti Parikh,Gynecologist/Obstetrician,14,Mumbai,Borivali West,100% ,156,800,"MBBS, MS - Obstetrics & Gynaecology"
786,Dr. Jay N. Harde,Homoeopath,30,Mumbai,Borivali,96% ,123,250,DHMS (Diploma in Homeopathic Medicine and Surgery)
787,Dr. Dimple Kapasi   (Physiotherapist),Physiotherapist,19,Mumbai,Kandivali West,99% ,52,1200,BPTh/BPT
788,Dr. Ankesh Sahetya,Gynecologist/Obstetrician,14,Mumbai,Andheri West,100% ,1001,1000,"DNB - Obstetrics & Gynecology, DGO, MNAMS - Obstetrics & Gynaecology, MBBS"
789,Dr. Shaurya Rohatgi,Dermatologist,13,Mumbai,Andheri West,96% ,171,1000,"MD - Dermatology , Venereology & Leprosy, MBBS"
790,Dr. Punit Bhojani,Gynecologist/Obstetrician,19,Mumbai,Matunga,99% ,65,1000,"MBBS, MS - Obstetrics & Gynaecology, FCPS - Mid. & Gynae"
791,Dr. Savneet Kaur,Dentist,19,Mumbai,Sion,100% ,67,150,BDS
792,Ms. Renuka Gandhi,Psychologist,5 ,Mumbai,Worli,N/A,N/A,2000,"MA - Psychology, B. Ed in Special Education (Mental Retardation)"
793,Dr. Pooja Shetty,Dentist,8 ,Mumbai,Charni Road,100% ,8,500,BDS
794,Dr. Ankita Mishra,Psychiatrist,15,Mumbai,Dadar,97% ,26,3000,"MBBS, M.D. (Psychiatry)"
795,Dr. Sanjay S Chopra,Dermatologist,11,Mumbai,Parel,96% ,27,900,"MBBS, DVD"
796,Dr. Partho Bakshi,Ophthalmologist,18,Mumbai,Chembur,100% ,11,1200,"MBBS, DOMS, DNB - Ophthalmology"
797,Dr. Garima Sharma,Gynecologist/Obstetrician,12,Mumbai,Mulund,99% ,79,800,"MS - Obstetrics & Gynaecology, Post Doctoral Fellowship in Reproductive Medicine, MBBS, DNB - Obstetrics & Gynecology"
798,Dr. Ritesh Nazareth,Orthopedist,21,Mumbai,Kalina,99% ,41,1000,"MBBS, DNB - Orthopedics/Orthopedic Surgery"
799,Dr. Sonal Malguria,Dentist,25,Mumbai,Santacruz West,98% ,33,200,BDS
800,Dr. Raju Sahetya,Gynecologist/Obstetrician,43,Mumbai,Malad West,95% ,32,1000,"MD - Obstetrics & Gynaecology, DGO, FCPS - Mid. & Gynae, MBBS"
801,Dr. Sanjay Borude,Bariatric Surgeon,38,Mumbai,Chembur,98% ,8,3000,"MS - General Surgery, MBBS"
802,Dr. Hussain Kotawala,Laparoscopic Surgeon,11,Mumbai,Byculla,98% ,244,500,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery"
803,Dr. Indu Khosla,Pediatrician,32,Mumbai,Malad West,99% ,60,1000,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics"
804,Dr. Priti H Nirmal,Ophthalmologist,9 ,Mumbai,Malad West,100% ,6,500,"MBBS, MS - Ophthalmology, DNB - Ophthalmology"
805,Dr. Jasmine Modi,Acupuncturist,25,Mumbai,Andheri West,98% ,191,1500,"MD - Alternate Medicine, PhD - Acupuncture, Diploma in Acupuncture, Bachelor in TCM"
806,Dr. Shabbir Suterwala,Orthopedist,19,Mumbai,Charni Road,97% ,85,1500,"MBBS, Diploma in Orthopaedics"
807,Dr. Parul Tank,Psychiatrist,26,Mumbai,Mulund West,95% ,58,2000,"MBBS, MD - Psychological Medicine"
808,Dr. Purnima Parikh,Dentist,35,Mumbai,Vileparle West,92% ,9,500,MDS - Oral & Maxillofacial Surgery
809,Dr. Bhagwat Chaudhary,Ear-Nose-Throat (ENT) Specialist,44,Mumbai,Mulund West,87% ,4,1500,"MS - ENT, MBBS"
810,Dr. Bhagwat Chaudhary,Ear-Nose-Throat (ENT) Specialist,44,Mumbai,Mulund West,87% ,4,1500,"MS - ENT, MBBS"
811,Dr. Anjali  Karira,Psychiatrist,15,Mumbai,Bandra West,99% ,71,2000,"MBBS, M.D. (Psychiatry)"
812,Dr. Sana Bhamla,Dermatologist,14,Mumbai,Mumbai Central,95% ,60,1500,"MBBS, DVD"
813,Dr. Ishan B. Thakkar,Homoeopath,13,Mumbai,Borivali West,100% ,67,1500,BHMS
814,Dr. Laxman Salve,General Surgeon,21,Mumbai,Chembur,99% ,145,2000,"MBBS, MS - General Surgery"
815,Dr. Hemant A Patil,General Surgeon,21,Mumbai,Mulund West,100% ,372,1300,"MBBS, DNB - General Surgery, MNAMS - General Surgery"
816,Dr. Rimmi Verma   (Physiotherapist),Physiotherapist,13,Mumbai,Andheri West,100% ,18,800,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
817,Dr. Prema Kania,Gynecologist/Obstetrician,36,Mumbai,Marine Lines,99% ,19,1200,"MBBS, MD - Obstetrics & Gynaecology"
818,Dr. Rajshree Murudkar,General Surgeon,25,Mumbai,Malad West,99% ,142,1000,"MS - General Surgery, MBBS"
819,Dr. Rupesh Singh,Homoeopath,23,Mumbai,Mira Road,94% ,52,700,DHMS (Diploma in Homeopathic Medicine and Surgery)
820,Dr. Prakash L Tejwani,Urologist,18,Mumbai,Mira Road,97% ,136,1000,"MS - General Surgery, MBBS, MCh - Urology"
821,Dr. Omkar Hajirnis,Pediatric Neurologist,10,Mumbai,Mulund West,97% ,47,2000,"DNB - Paediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
822,Dr. Rushabh Shah,Ophthalmologist,16,Mumbai,Girgaon,95% ,35,1000,"MBBS, DNB - Ophthalmology"
823,Dr. Aparna Govil Bhasker,Bariatric Surgeon,16,Mumbai,Chembur,94% ,5,1500,"MS - General Surgery, MBBS"
824,Dr. Bhooshan Pandit,Gastroenterologist,20,Mumbai,Powai,90% ,65,1600,"MBBS, MD - Medicine, DM - Gastroenterology"
825,Dr. Ramesh Mahajan,Urologist,27,Mumbai,Mulund West,90% ,13,2000,"MBBS, MS - General Surgery, MCh - Urology"
826,Mr. Chaitanya Ulhas Mantri,Occupational Therapist,15,Mumbai,Goregaon East,99% ,52,1000,Bachelor of Occupational Therapy (BOT)
827,Dr. Raunak Mehta,Dentist,10,Mumbai,Andheri West,99% ,70,200,"BDS, MDS - Periodontics"
828,Dr. Aditi Singhi,Gynecologist/Obstetrician,19,Mumbai,Chembur,95% ,9,1200,"MBBS, MS - Obstetrics & Gynaecology"
829,Dr. Shoaib Padaria Fakhruddin,Cardiologist,40,Mumbai,Tardeo,82% ,12,1500,"MBBS, MD - General Medicine, DM - Cardiology"
830,Dr. Vivek Rege,Pediatric Surgeon,31,Mumbai,Mulund West,100% ,1,2000,"MBBS, MS - General Surgery, MCh - Pediatric  Surgery, FICS"
831,Dr. Smita Pawar,Gynecologist/Obstetrician,11,Mumbai,Malad West,98% ,26,500,"MBBS, DNB - Obstetrics & Gynecology"
832,Dr. Prajakta Vaidya,Homoeopath,14,Mumbai,Malad West,97% ,26,3000,"MD - Homeopathy, BHMS"
833,Dr. Pravin Gore,General Surgeon,22,Mumbai,Chembur,94% ,43,2000,"MBBS, DNB - General Surgery"
834,Dr. Ketan Parikh Pravin,Pediatric Surgeon,37,Mumbai,Powai,100% ,7,2100,"MS - Paediatrics Surgery, MS - General Surgery, MBBS"
835,Dr. Amol Akhade,Oncologist,18,Mumbai,Powai,84% ,16,1100,"MBBS, MD - General Medicine, DM - Oncology"
836,Dr. Akshi Gvalani,Dentist,11,Mumbai,Tardeo,100% ,5,500,"BDS, MDS - Prosthodontist And Crown Bridge"
837,Dr. Hardik Shah,Gastroenterologist,13,Mumbai,Gamdevi,98% ,356,2000,"MBBS, DNB - General Medicine, DNB - Gastroenterology"
838,Dr. Santosh Bangar,Psychiatrist,23,Mumbai,Parel,100% ,111,3100,"MBBS, M.D. (Psychiatry), Diploma in Psychiatry, MRCPsych, Diploma in Clinical Psychiatry, Diploma in Clinical Psychiatry"
839,Dr. Varun Shanbhag   (Physiotherapist),Physiotherapist,11,Mumbai,Andheri West,100% ,69,600,"BPTh/BPT, Bachelor in TCM"
840,Dr. Imran Shaikh,GastroIntestinal Surgeon,17,Mumbai,Mira Road,100% ,14,1050,"MBBS, DNB - General Surgery, DNB - Surgical Gastroenterology"
